"""16/09/2016""";"""Exposition, musee""";"""44/Nantes""";"""Archives departementales de Loire-Atlantique""";"""Administration, service public, parapublic""";"""5173024""";"""Voir visiter""";"""Exposition, musee""";"""Exposition""";"""Regard(s)""";"""Exposition.""";"""Pour fêter ses 30 ans d'existence, la Cinemathèque de Bretagne presente une exposition de 30 photographies extraites des films de ses collections. Des images choisies parmi tant d'autres qui defilent à toute vitesse au cinema. Un regard, un sourire ou une emotion qui n'existent que dans les films.""";"""Du vendredi 16 septembre au vendredi 16 decembre, Archives departementales, 6, rue de Bouille, Nantes. Gratuit. Contact : 02 51 72 93 20, archives.culturel@loire-atlantique.fr, http://archives.loire-atlantique.fr""";"""Nantes""";"""44""";"""44109""";"""44000""";"""47.22504""";""" -1.558136""";"""16/09/2016""";"""16/12/2016""";"""non""";"""""";"""""";""""""
"""11/12/2016""";"""Exposition, musee""";"""44/Nantes""";"""espace Cosmopolis""";"""Équipement à but non lucratif (culture, sport et loisir)""";"""5344794""";"""Voir visiter""";"""Exposition, musee""";"""Exposition""";"""Visites guidee """"Chroniques d'Afrique Centrale""""""";"""Exposition.""";"""Jacques Py, critique d'art et commissaire de l'exposition de peintures """"Chroniques d'Afrique Centrale. Heritage et filiations"""" propose une visite guidee à travers les oeuvres de grands artistes peintres du Congo et de Centrafrique.""";"""Dimanche 11 decembre, 16h, jeudi 15 decembre, 18h, dimanche 18 decembre, 16h, Cosmopolis, 18, rue Scribe, Nantes. Gratuit. Contact : 02 52 10 82 00, cosmopolis-nantes@nantesmetropole.fr, www.nantes.fr/cosmopolis""";"""Nantes""";"""44""";"""44109""";"""44000""";"""47.21419""";""" -1.562649""";"""11/12/2016""";"""18/12/2016""";"""non""";"""""";"""""";""""""
"""15/12/2016""";"""Exposition, musee""";"""44/Nantes""";"""passage Sainte-Croix""";"""Équipement à but non lucratif (culture, sport et loisir)""";"""5302437""";"""Voir visiter""";"""Exposition, musee""";"""Exposition""";"""Sur la terre comme au ciel: peintures d'Alain Thomas""";"""Exposition.""";"""Le Passage Sainte-Croix accueille à l' occasion de Noël une selection d'œuvres de l'artiste inspirees par des recits bibliques (peintures originales et editions Fine Art) parmi lesquelles deux editions differentes de l'Arche de Noe. Cette exposition accompagne le spectacle son et lumière.""";"""Du jeudi 15 decembre 2016 au samedi 28 janvier 2017, Passage Sainte-Croix, 9, rue de la Bâclerie, quartier Bouffay, Nantes. Gratuit. Contact : 02 51 83 23 75, accueil.passage@gmail.com, http://www.passagesaintecroix.fr""";"""Nantes""";"""44""";"""44109""";"""44000""";"""47.21514""";""" -1.55368""";"""15/12/2016""";"""28/01/2017""";"""non""";"""""";"""""";""""""
"""12/11/2016""";"""Exposition, musee""";"""44/Nantes""";"""bibliothèque municipale""";"""Association""";"""5298167""";"""Voir visiter""";"""Exposition, musee""";"""Exposition""";"""De Drôles d'Oiseaux pour Audubon""";"""Exposition.""";"""Dans le cadre de Passages de livres proposes par la Ville de Nantes Accompagnes par l'illustrateur naturaliste Benoît Perrotin, des habitants des quartiers Centre, Île de Nantes et Sud Loire ont travaille à la representation d'oiseaux à la manière de Jean-Jacques Audubon.""";"""Du samedi 12 novembre au samedi 31 decembre, Mediathèque Jacques-Demy, 24 quai de la Fosse, Nantes. Gratuit. Contact : 02 40 41 95 95, bm-centre@mairie-nantes.fr, http://bm.nantes.fr""";"""Nantes""";"""44""";"""44109""";"""44000""";"""47.21121""";""" -1.562273""";"""12/11/2016""";"""31/12/2016""";"""non""";"""""";"""""";""""""
"""10/12/2016""";"""Exposition, musee""";"""44/Nantes""";"""galerie RDV""";"""Association""";"""5348611""";"""Voir visiter""";"""Exposition, musee""";"""Exposition""";"""Exposition de lithographies""";"""Exposition.""";"""La galerie RDV renouvelle son invitation auprès des artistes avec qui elle a recemment collabore pour la production d'une lithographie en partenariat avec le Musee de l'imprimerie de Nantes. Chaque lithographie est une œuvre unique, tiree à 25 exemplaires numerotes et signes.""";"""Du samedi 10 au samedi 24 decembre, 14h à 19h, Galerie RDV, 16, allee du Commandant-Charcot, Nantes. Gratuit. Contact et reservation : 02 40 69 62 35, contact@galerierdv.com, http://galerierdv.com/""";"""Nantes""";"""44""";"""44109""";"""44000""";"""47.21712""";""" -1.545483""";"""10/12/2016""";"""24/12/2016""";"""non""";"""""";"""""";""""""
"""24/11/2016""";"""Exposition, musee""";"""44/Nantes""";"""L'île d'en face""";"""Association""";"""5331558""";"""Voir visiter""";"""Exposition, musee""";"""Exposition""";"""Art contemporain""";"""Exposition.""";""""""" Echos sauvages """" reunit 4 artistes contemporains dont le travail explore les rapports dichotomiques entre les notions de sauvage et de domestique. Quels liens entretenons nous avec le sauvage ? Comment apprehender le sauvage depuis le domestique et inversement ?  Vernissage ce jeudi à 18 h 30.""";"""Du jeudi 24 novembre au vendredi 23 decembre, 14h à 19h, Atelier Alain le Bras, 10, rue Malherbe, Nantes. Gratuit. Contact : 06 15 02 12 51, com.liledenface@gmail.com, www.liledenface.org""";"""Nantes""";"""44""";"""44109""";"""44000""";"""47.21821""";""" -1.546969""";"""24/11/2016""";"""23/12/2016""";"""non""";"""""";"""""";""""""
"""05/11/2016""";"""Exposition, musee""";"""44/Nantes""";"""la Galerie 18""";"""Association""";"""5296620""";"""Voir visiter""";"""Exposition, musee""";"""Exposition""";"""7 au Coteau""";"""Exposition.""";"""Pour la quatrième edition, la Galerie 18 invite 14 artistes sur 7 semaines.  Vernissage samedi 5 novembre de 16 h à 18 h. Ouverture : jeudi, vendredi, samedi de 14 h à 18 h  et sur rendez-vous.""";"""Du samedi 5 novembre au vendredi 16 decembre, 14h à 18h, La Galerie 18, 18, rue du Coteau, Nantes. Gratuit. Contact : www.lagalerie18.org""";"""Nantes""";"""44""";"""44109""";"""44000""";"""47.21684""";""" -1.55674""";"""05/11/2016""";"""16/12/2016""";"""non""";"""""";"""""";""""""
"""08/11/2016""";"""Exposition, musee""";"""44/Nantes""";"""bibliothèque municipale""";"""Association""";"""5301282""";"""Voir visiter""";"""Exposition, musee""";"""Exposition""";"""Le livre decoupe""";"""Exposition.""";"""Selection de livres decoupes et de creations d'Amandine Momenceau, l'auteur-illustratrice de Maman Renard (L'Agrume, 2015).""";"""Du mardi 8 novembre au samedi 17 decembre, Bibliothèque de la Halvêque, Nantes. Gratuit. Contact : 02 40 41 53 47, bm-nord@mairie-nantes.fr, http://bm.nantes.fr""";"""Nantes""";"""44""";"""44109""";"""44000""";"""47.21837""";""" -1.553621""";"""08/11/2016""";"""17/12/2016""";"""non""";"""""";"""""";""""""
"""28/11/2016""";"""Exposition, musee""";"""44/Nantes""";"""bibliothèque municipale""";"""Association""";"""5314959""";"""Voir visiter""";"""Exposition, musee""";"""Exposition""";"""Little Nemo""";"""Exposition.""";"""Mise en scène par les elèves du BTS design d’espace du lycee Livet. Reproductions de planches extraites de Little Nemo, l’une des premières bandes dessinees, et costumes inspires par la representation programmee à l’Opera Graslin le samedi 14 janvier 2017.""";"""Du lundi 28 novembre 2016 au samedi 25 mars 2017, Bibliothèque de la Manufacture, 6, cour Jules-Durand, Nantes. Gratuit. Contact : 02 40 41 95 65, bm-est@mairie-nantes.fr, http://bm.nantes.fr""";"""Nantes""";"""44""";"""44109""";"""44000""";"""47.2168""";""" -1.556727""";"""28/11/2016""";"""25/03/2017""";"""non""";"""""";"""""";""""""
"""05/12/2016""";"""Exposition, musee""";"""44/Nantes""";"""Bibliothèque Expression Livre""";"""Association""";"""5365752""";"""Voir visiter""";"""Exposition, musee""";"""Exposition""";"""Aquarelles sur toiles de Philippe Laborde""";"""Exposition.""";"""Artiste diplôme des Beaux-Arts de Besançon, Philippe Laborde a toujours pratique l'aquarelle, librement, realisant des compositions improvisees, abstraites, quelques fois calligraphiques, inspirees par la calligraphie chinoise et l'expressionnisme abstrait du debut du XXe siècle.""";"""Du lundi 5 decembre 2016 au samedi 28 janvier 2017, Bibliothèque Expression Livre, 56, rue de la Ripossière, Nantes. Gratuit. Contact : 06 23 03 90 32, 06 95 62 22 23, adheraemilie@gmail.com""";"""Nantes""";"""44""";"""44109""";"""44000""";"""47.21684""";""" -1.55674""";"""05/12/2016""";"""28/01/2017""";"""non""";"""""";"""""";""""""
"""01/10/2016""";"""Exposition, musee""";"""44/Nantes""";"""musee Jules-Verne""";"""Équipement à but non lucratif (culture, sport et loisir)""";"""5229066""";"""Voir visiter""";"""Exposition, musee""";"""Exposition""";"""« Nemo alias Dakkar »""";"""Exposition.""";"""Avec Nemo, Jules Verne a cree un veritable mythe, qui ne cesse d’inspirer de multiples adaptations, suites et avatars. Le Musee Jules Verne vous propose de decouvrir ce fascinant heros à travers cette exposition qui lui est consacree.""";"""Du samedi 1er octobre 2016 au dimanche 25 juin 2017, Musee Jules-Verne, Nantes. Payant. Contact : 02 40 69 72 52, musee-julesverne@nantesmetropole.fr, julesverne.nantesmetropole.fr""";"""Nantes""";"""44""";"""44109""";"""44000""";"""47.20205""";""" -1.577412""";"""01/10/2016""";"""25/06/2017""";"""oui""";"""""";"""""";""""""
"""17/12/2016""";"""Exposition, musee""";"""44/Nantes""";"""Aeroscope Atlantique""";"""Association""";"""5383157""";"""Voir visiter""";"""Exposition, musee""";"""Exposition""";"""Le grenier de l’aviation""";"""Exposition.""";"""8 avions dont 1 monument historique, 2 planeurs, des moteurs et reacteurs d’avion, des maquettes et modèles reduits, des tenues de pilotes, des photos, peintures, dessins, documents. Avec des passionnes pour raconter l’aviation d’hier et d’aujourd’hui.""";"""Samedi 17 decembre 2016, samedi 7, samedi 14 janvier 2017, 14h à 18h, Centre commercial Auchan, route de Vannes, Nantes. Gratuit.""";"""Nantes""";"""44""";"""44109""";"""44000""";"""47.24607""";""" -1.606541""";"""17/12/2016""";"""14/01/2017""";"""non""";"""""";"""""";""""""
"""25/11/2016""";"""Exposition, musee""";"""44/Nantes""";"""espace LVL""";"""Équipement à but non lucratif (culture, sport et loisir)""";"""5353102""";"""Voir visiter""";"""Exposition, musee""";"""Exposition""";"""CRCR week-end à Nantes""";"""Exposition.""";"""Pour clôturer l’annee, l’espace LVL invite le collectif parisien CRCR compose de realisateurs, animateurs 2D et illustrateurs. Ils ont notamment realise le clip « Delta » du groupe C2C mais c’est leur travail d’illustration qui sera au cœur de l’exposition presentee.""";"""Du vendredi 25 novembre au samedi 31 decembre, 15h à 19h, Espace LVL, 1, rue du Bâtonnier-Yves-Guinaudeau, Nantes. Gratuit. Contact : espacelvl@gmail.com""";"""Nantes""";"""44""";"""44109""";"""44000""";"""47.21028""";""" -1.565648""";"""25/11/2016""";"""31/12/2016""";"""non""";"""""";"""""";""""""
